CustomerID,Age,Gender,IncomeTier,Region,Education,ContractLength,PaymentMethod,PlanType,TenureMonths,MonthlyCharges,TotalCharges,LoginsLastMonth,TicketsOpened,TicketsResolutionTime,RFMScore,UsageChangePct,CompetitorIndex,Churn,DeviceType,ChannelPreferred,CustomerSegment,AutoPay,Paperless,FamilyPlan,AddOnBundle,ReferralSource,SupportChannelPreferred,ComplaintCategory,DiscountType,ContractAutoRenew,DeviceOS,CityTier,PromoCodeUsed,PaymentDelinquencyStatus
19544,32.0,Male,high,South,diploma,3 years,Electronic Check,premium,50.0,105.165,7563.0,44.0,11,25.26976606,9,-0.92961663,0.650685187,1,desktop,web,silver,yes,no,no,movies,tv,phone,technical,loyalty,unknown,android,tier-1,summer,60+
19545,41.0,Female,high,East,masters,1 year,Mailed Check,standard,86.0,158.87,13662.82,93.0,14,52.52100005,3,0.876298157,0.461839158,1,smarttv,chat,silver,yes,yes,yes,movies,friend,phone,technical,loyalty,no,android,tier-1,summer,current
19546,32.0,Male,low,North,high school,Every month,Electronic Check,standard,6.0,168.83,1012.98,40.0,4,22.307253,9,-0.662970508,0.743185193,1,smarttv,web,bronze,no,no,no,movies,friend,phone,service,loyalty,no,other,tier-1,blackfriday,current
19547,48.0,Male,low,Central,diploma,Every month,Crypto,premium,102.0,20.97,2138.94,51.0,14,63.0562476,7,0.291397395,0.815327817,0,desktop,in-store,silver,no,no,unknown,security,email,email,technical,promo,no,ios,tier-4,summer,current
19548,31.0,Female,low,Central,phd,2 years,Electronic Check,basic,45.0,173.02,4913.795,83.0,13,27.75390685,3,-0.737887744,0.101401767,0,mobile,app,silver,yes,no,unknown,movies,search,social,billing,loyalty,yes,linux,tier-3,summer,current
19549,71.0,Female,low,Central,phd,1 year,Crypto,standard,68.0,25.05,1703.4,6.0,1,11.26334626,8,0.374749523,0.387686636,0,tablet,chat,bronze,yes,yes,no,movies,email,email,technical,loyalty,yes,android,tier-3,summer,current
19550,49.0,Female,high,South,diploma,1 year,cash,premium,14.0,19.79,277.06,6.0,17,10.63173756,11,-0.082165379,0.747116733,0,tablet,web,bronze,no,yes,yes,music,affiliate,email,technical,loyalty,yes,ios,tier-3,summer,current
19551,23.0,Female,high,Central,diploma,3 years,Credit Card,standard,100.0,82.26,8226.0,68.0,7,6.669908011,7,-0.517182134,0.274854023,0,mobile,app,silver,no,yes,no,gamer,friend,chat,technical,loyalty,no,android,tier-1,summer,60+
19552,49.0,Female,medium,North,bachelors,Every month,Bank Transfer,basic,18.0,18.16,326.88,98.0,14,50.1396998,14,0.156889023,0.980191026,0,mobile,in-store,bronze,yes,yes,unknown,movies,search,email,technical,loyalty,no,ios,tier-1,summer,current
19553,34.0,Male,high,West,masters,2 years,Bank Transfer,ultra,100.0,105.165,3259.0,51.0,11,3.990075202,14,0.032970981,0.973483829,0,smarttv,web,silver,no,no,unknown,movies,email,chat,technical,loyalty,yes,ios,tier-1,summer,current
19554,35.0,Male,low,West,diploma,3 years,cash,ultra,109.0,105.165,8455.13,22.0,11,21.68437538,9,0.420343431,0.115766984,0,mobile,phone,bronze,yes,no,no,movies,tv,phone,retention,intro,yes,android,tier-1,summer,current
19555,37.0,Male,high,East,phd,2 years,paypal,premium,64.0,135.17,8650.88,3.0,5,3.749380705,8,0.534238029,0.95148725,0,mobile,app,gold,yes,no,no,movies,search,chat,technical,loyalty,no,linux,tier-2,summer,30+
19556,68.0,Male,medium,East,phd,Every month,Electronic Check,basic,7.0,150.39,1052.73,89.0,18,13.92435206,10,-0.274910192,0.688859008,1,mobile,app,gold,yes,yes,unknown,sports,unknown,phone,technical,loyalty,no,android,tier-1,newyear,current
19557,79.0,Male,low,West,diploma,2 years,paypal,standard,15.0,90.78,1361.7,68.0,8,58.64475421,14,-0.583051641,0.005543599,0,desktop,web,silver,yes,yes,yes,movies,unknown,phone,technical,promo,no,ios,tier-3,summer,current
19558,49.0,Female,medium,North,phd,3 years,cash,basic,115.0,133.09,15305.35,20.0,9,4.725487396,4,-0.261797279,0.018861362,0,mobile,app,gold,no,yes,no,movies,friend,email,billing,bundle,no,android,tier-3,spring,current
19559,33.0,Male,low,North,diploma,Every month,Crypto,ultra,74.0,91.74,6788.76,54.0,12,26.66054395,1,0.747356193,0.545284318,0,mobile,phone,gold,yes,yes,yes,international,affiliate,chat,technical,intro,no,android,tier-1,summer,current
19560,57.0,Male,low,South,high school,2 years,Bank Transfer,standard,107.0,180.56,4913.795,99.0,3,56.9064658,6,-0.965443183,0.747817781,0,desktop,app,gold,no,yes,yes,movies,radio,phone,service,bundle,yes,ios,tier-2,blackfriday,current
19561,49.0,Female,low,West,diploma,1 year,Credit Card,standard,43.0,53.31,4913.795,88.0,12,33.18746439,5,-0.603777446,0.11902303,0,mobile,app,bronze,no,no,yes,movies,search,app,technical,loyalty,yes,ios,tier-2,spring,current
19562,69.0,Male,high,West,high school,3 years,cash,basic,57.0,164.71,9388.47,92.0,3,66.63131957,10,-0.787380401,0.211956046,1,tablet,web,silver,yes,yes,yes,music,radio,phone,technical,intro,yes,ios,tier-2,summer,current
19563,49.0,Male,high,East,diploma,3 years,Credit Card,basic,6.0,105.165,483.9,82.0,1,65.14033002,7,0.096798504,0.129646878,0,smarttv,phone,diamond,yes,no,no,movies,social,phone,technical,loyalty,yes,android,tier-3,summer,30+
19564,77.0,Female,medium,South,diploma,2 years,Credit Card,basic,23.0,74.74,4913.795,45.0,11,64.7985742,11,0.070094643,0.17592693,0,mobile,web,silver,no,no,yes,movies,email,social,billing,loyalty,yes,ios,tier-2,flash,60+
19565,61.0,Male,high,West,diploma,Every month,Mailed Check,standard,26.0,18.03,468.78,50.0,7,19.55372809,1,0.045445459,0.83848176,0,desktop,web,diamond,yes,yes,yes,movies,social,phone,technical,loyalty,unknown,ios,tier-2,summer,current
19566,26.0,Male,high,East,high school,3 years,Bank Transfer,premium,17.0,166.8,2835.6,40.0,6,48.28128334,10,0.60337512,0.508623379,0,mobile,app,gold,yes,no,no,movies,search,app,technical,bundle,unknown,other,tier-2,summer,current
19567,44.0,Male,high,East,diploma,1 year,Bank Transfer,basic,103.0,112.87,11625.61,38.0,5,49.02122591,10,-0.394811873,0.559421709,0,mobile,in-store,diamond,yes,no,yes,workfromhome,search,phone,technical,loyalty,no,android,tier-1,summer,current
19568,63.0,Female,very high,East,masters,Every month,paypal,premium,54.0,188.24,10164.96,68.0,5,25.50684548,8,-0.947066414,0.4603074,0,desktop,app,silver,no,yes,no,movies,friend,app,billing,employee,yes,ios,tier-1,vip,current
19569,69.0,Female,low,East,masters,Every month,Credit Card,basic,18.0,188.35,3390.3,51.0,1,11.84349995,13,0.143999514,0.218711439,1,smarttv,web,silver,no,yes,yes,movies,social,phone,retention,loyalty,yes,other,tier-1,summer,current
19570,50.0,Female,high,North,diploma,3 years,Credit Card,standard,38.0,199.29,7573.02,30.0,0,28.92660761,13,-0.83046263,0.128716106,1,console,web,gold,no,no,no,movies,radio,email,technical,intro,no,linux,tier-2,summer,90+
19571,27.0,Female,low,Central,masters,2 years,Credit Card,basic,103.0,105.165,3771.86,22.0,0,13.20298015,6,-0.036558542,0.628056896,0,desktop,app,diamond,yes,no,no,music,search,phone,technical,bundle,no,android,tier-2,summer,current
19572,34.0,Male,high,East,diploma,3 years,Bank Transfer,premium,43.0,49.66,2135.38,88.0,0,11.0963524,9,0.165267778,0.444287945,0,tablet,app,bronze,yes,no,no,workfromhome,email,social,billing,loyalty,yes,ios,tier-1,welcome,current
19573,66.0,Female,high,North,masters,Every month,Crypto,ultra,40.0,142.32,19081.901250000003,81.0,12,51.35606602,1,-0.239836384,0.782467224,1,smarttv,email,silver,no,no,yes,movies,search,chat,technical,loyalty,no,android,tier-1,summer,90+
19574,66.0,Male,medium,Central,diploma,1 year,cash,premium,52.0,158.12,8222.24,88.0,6,40.89615318,12,0.368742505,0.558162279,0,smarttv,phone,silver,no,yes,no,movies,search,phone,technical,bundle,no,android,tier-1,summer,current
19575,53.0,Female,medium,North,phd,Every month,paypal,standard,46.0,116.88,4913.795,59.0,7,14.87081496,10,-0.641222615,0.787928567,0,mobile,phone,bronze,yes,yes,no,international,search,chat,outage,loyalty,yes,android,tier-2,summer,current
19576,34.0,Male,low,Central,diploma,3 years,Mailed Check,premium,112.0,82.72,9264.64,33.0,19,40.86372719,3,0.047521143,0.047606914,0,desktop,in-store,gold,yes,no,yes,movies,friend,chat,technical,intro,no,macos,tier-1,summer,current
19577,35.0,Male,high,North,phd,3 years,Electronic Check,premium,113.0,66.08,7467.04,91.0,3,45.55856487,8,-0.745134369,0.58277082,0,tablet,web,diamond,no,no,yes,movies,event,phone,technical,loyalty,no,windows,tier-3,summer,current
19578,69.0,Male,low,South,high school,Every month,Electronic Check,basic,44.0,34.34,1510.96,14.0,14,29.91126397,14,-0.61837626,0.377159078,1,unknown,app,bronze,no,yes,yes,movies,search,phone,technical,promo,no,ios,tier-3,summer,current
19579,40.0,Female,low,North,diploma,Every month,paypal,basic,95.0,152.25,14463.75,82.0,12,39.08075293,12,-0.553292166,0.233608806,0,mobile,email,diamond,yes,yes,yes,music,search,email,technical,loyalty,yes,ios,tier-1,cyber,current
19580,51.0,Male,very high,South,phd,Every month,Credit Card,premium,84.0,72.84,6118.56,26.0,18,22.3167557,6,0.870916665,0.028500411,0,mobile,email,gold,yes,no,no,security,radio,email,technical,loyalty,no,ios,tier-1,summer,30+
19581,25.0,Female,high,Central,diploma,3 years,Mailed Check,ultra,88.0,25.94,2282.72,55.0,5,60.84040739,8,-0.603428695,0.901476245,0,mobile,phone,bronze,no,no,no,kids,email,phone,technical,intro,no,ios,tier-3,summer,current
19582,49.0,Female,low,West,diploma,Every month,Crypto,basic,89.0,178.2,15859.8,43.0,10,2.466033196,3,0.751951152,0.798389713,0,mobile,app,bronze,yes,yes,unknown,movies,friend,phone,service,intro,unknown,ios,tier-2,summer,current
19583,40.0,Female,high,West,phd,1 year,paypal,premium,14.0,132.67,1857.38,53.0,2,20.42458545,7,-0.937446698,0.921701501,0,mobile,app,gold,no,no,no,movies,search,community,outage,loyalty,yes,android,tier-2,summer,current
19584,74.0,Male,low,East,phd,Every month,Mailed Check,ultra,51.0,184.84,9426.84,71.0,18,54.56055218,11,-0.138094868,0.068048559,0,mobile,app,silver,no,yes,no,movies,friend,phone,technical,promo,yes,ios,tier-3,summer,current
19585,79.0,Male,low,Central,diploma,Every month,Electronic Check,ultra,117.0,88.34,10335.78,56.0,0,7.987074971,9,0.47991046,0.401388022,0,desktop,app,gold,no,yes,no,gamer,unknown,chat,technical,bundle,no,windows,tier-1,summer,current
19586,71.0,Male,very high,North,bachelors,Every month,Mailed Check,standard,72.0,11.29,812.88,59.0,9,48.01503719,8,-0.260880014,0.911907782,1,tablet,app,silver,no,no,no,movies,friend,phone,technical,student,no,android,tier-3,newyear,90+
19587,37.0,Female,low,East,phd,Every month,paypal,standard,102.0,194.95,19081.901250000003,93.0,5,63.34298954,6,0.641776941,0.907385983,0,tablet,web,silver,yes,yes,yes,international,social,phone,technical,promo,yes,ios,tier-1,summer,current
19588,39.0,Female,very high,North,bachelors,Every month,paypal,basic,38.0,168.8,6414.4,88.0,5,60.631729,5,0.012547128,0.798138532,1,desktop,phone,diamond,yes,no,no,movies,social,chat,technical,loyalty,no,windows,tier-2,vip,current
19589,64.0,Female,low,West,bachelors,1 year,cash,standard,80.0,166.71,13336.8,16.0,7,23.37827976,3,-0.114503977,0.711003706,0,mobile,email,silver,yes,yes,unknown,music,radio,phone,technical,loyalty,no,windows,tier-1,summer,current
19590,69.0,Female,very high,East,bachelors,2 years,Crypto,premium,110.0,117.64,12940.4,60.0,12,67.60976062,2,-0.636458264,0.316478362,0,mobile,app,silver,yes,yes,no,movies,email,email,technical,loyalty,no,ios,tier-1,summer,current
19591,40.0,Female,low,Central,phd,Every month,Mailed Check,standard,54.0,197.21,10649.34,75.0,15,30.44064159,8,-0.925670954,0.695176149,1,mobile,web,silver,yes,no,yes,security,email,app,technical,employee,no,ios,tier-3,welcome,current
19592,58.0,Male,low,Central,high school,2 years,Bank Transfer,standard,79.0,115.65,9136.35,70.0,16,24.07779139,6,-0.98436689,0.817486809,0,mobile,phone,gold,yes,no,no,movies,search,phone,technical,loyalty,no,ios,tier-2,summer,current
19593,52.0,Female,low,East,high school,3 years,paypal,ultra,78.0,20.08,1566.24,151.5,14,45.10961731,7,-0.391793721,0.41200699,0,mobile,app,diamond,yes,no,no,gamer,radio,phone,technical,loyalty,yes,ios,tier-1,welcome,90+
19594,20.0,Female,low,East,phd,1 year,Credit Card,premium,110.0,105.165,6762.8,61.0,3,33.08319538,11,0.873222846,0.300610091,0,desktop,email,silver,yes,yes,yes,kids,friend,phone,technical,loyalty,no,ios,tier-1,blackfriday,current
19595,51.0,Male,high,North,diploma,3 years,paypal,basic,108.0,105.165,13824.0,56.0,12,49.21767766,5,-0.851645493,0.4082495,1,mobile,in-store,platinum,yes,no,no,movies,search,phone,retention,loyalty,no,macos,tier-3,blackfriday,current
19596,50.0,Female,medium,North,diploma,1 year,Mailed Check,premium,0.0,116.56,19081.901250000003,55.0,3,70.21115445,6,-0.902825378,0.626147569,1,featurephone,web,bronze,yes,yes,no,gamer,affiliate,phone,technical,student,no,ios,tier-1,newyear,60+
19597,63.0,Female,very high,Central,diploma,2 years,Mailed Check,premium,110.0,109.09,11999.9,93.0,16,29.8940653,12,-0.45387612,0.763777506,0,desktop,phone,silver,no,yes,no,sports,affiliate,email,technical,loyalty,no,android,tier-2,summer,current
19598,34.0,Male,medium,Central,diploma,3 years,Credit Card,basic,59.0,115.16,404.4542352,58.0,11,52.33115022,10,-0.865217642,0.915119489,1,mobile,app,gold,yes,yes,yes,workfromhome,billboard,phone,technical,loyalty,no,linux,tier-4,summer,current
19599,62.0,Male,low,East,diploma,3 years,paypal,premium,28.0,30.4,851.2,40.0,18,13.90441976,7,0.717828846,0.964871625,0,mobile,app,silver,yes,no,no,movies,friend,phone,technical,bundle,yes,windows,tier-3,summer,current
19600,36.0,Female,low,South,diploma,2 years,Bank Transfer,premium,75.0,105.165,13154.25,77.0,13,26.6123898,8,0.205465924,0.120454378,1,mobile,in-store,platinum,no,no,yes,movies,affiliate,chat,technical,bundle,no,linux,tier-2,summer,current
19601,47.0,Female,very high,East,high school,Every month,Mailed Check,basic,22.0,61.14,1345.08,5.0,3,33.76434856,4,-0.983090104,0.811729909,0,mobile,phone,silver,yes,yes,no,movies,email,email,billing,loyalty,yes,ios,tier-1,flash,current
19602,40.0,Female,low,East,high school,3 years,Mailed Check,basic,11.0,76.06,836.66,35.0,1,17.36417129,4,0.850633968,0.093715421,0,desktop,in-store,silver,no,no,yes,movies,friend,phone,technical,intro,no,ios,tier-1,summer,current
19603,32.0,Male,medium,West,bachelors,Every month,Mailed Check,basic,85.0,105.165,8868.9,18.0,3,57.1170555,4,0.588219321,0.026188511,0,mobile,web,bronze,no,yes,no,movies,radio,chat,technical,loyalty,yes,android,tier-3,cyber,current
19604,76.0,Female,high,East,phd,1 year,Credit Card,basic,11.0,80.75,888.25,51.0,19,27.34026388,10,0.69521076,0.870971361,0,console,phone,platinum,no,yes,yes,kids,friend,phone,technical,intro,yes,ios,tier-1,summer,current
19605,74.0,Male,medium,West,phd,3 years,Credit Card,basic,83.0,15.38,1276.54,65.0,8,69.35137523,12,-0.881985202,0.196620117,0,tablet,web,bronze,yes,no,unknown,movies,social,phone,service,intro,no,android,tier-2,cyber,current
19606,31.0,Male,low,North,bachelors,2 years,Electronic Check,standard,35.0,171.42,5999.7,58.0,12,7.279231173,5,-0.941319223,0.560825394,0,desktop,email,gold,yes,no,yes,movies,search,chat,technical,loyalty,no,ios,tier-3,summer,current
19607,19.0,Female,very high,South,high school,3 years,paypal,premium,88.0,44.67,3930.96,31.0,12,41.80837053,11,0.50931492,0.050497978,0,mobile,web,bronze,yes,yes,yes,movies,friend,phone,technical,promo,no,ios,tier-3,summer,60+
19608,56.0,Male,low,East,diploma,3 years,Credit Card,ultra,39.0,130.43,5086.77,11.0,17,32.34449268,7,0.361519271,0.435668665,0,desktop,web,gold,no,yes,no,movies,friend,chat,technical,loyalty,no,android,tier-1,welcome,current
19609,66.0,Male,low,North,high school,3 years,cash,ultra,24.0,119.11,2858.64,15.0,14,38.77488712,6,0.562459223,0.001512693,0,mobile,phone,diamond,no,no,yes,sports,search,phone,technical,intro,unknown,android,tier-3,summer,current
19610,35.0,Male,low,East,diploma,Every month,Crypto,standard,113.0,172.31,4913.795,10.0,6,40.25864726,14,-0.950020384,0.456100449,0,mobile,app,bronze,yes,no,no,movies,friend,phone,technical,loyalty,no,android,tier-1,summer,current
19611,23.0,Male,low,East,diploma,Every month,Bank Transfer,ultra,118.0,129.75,15310.5,28.0,11,58.03572996,1,-0.822285352,0.016127146,0,tablet,web,diamond,no,yes,no,movies,search,email,billing,intro,no,ios,tier-1,summer,current
19612,76.0,Female,very high,North,diploma,1 year,Credit Card,basic,93.0,95.1,8844.3,38.0,19,18.89173908,11,0.791077484,0.217746176,0,smarttv,web,bronze,yes,yes,no,movies,email,social,retention,loyalty,yes,android,tier-2,summer,30+
19613,49.0,Female,low,East,diploma,Every month,Mailed Check,ultra,97.0,53.43,5182.71,7.0,9,52.4645249,13,-0.646982161,0.387175801,1,mobile,email,platinum,no,no,yes,movies,search,chat,technical,loyalty,unknown,android,tier-2,summer,120+
19614,38.0,Female,very high,South,phd,Every month,cash,basic,103.0,18.03,1857.09,10.0,13,44.28717441,13,-0.246826241,0.713164325,0,desktop,web,diamond,no,yes,yes,kids,social,phone,technical,loyalty,no,android,tier-2,summer,current
19615,57.0,Female,very high,East,diploma,1 year,Credit Card,ultra,73.0,35.75,2609.75,3.0,11,40.33867291,12,-0.730374926,0.464619219,0,mobile,app,silver,no,yes,no,music,friend,phone,technical,loyalty,no,android,tier-3,summer,current
19616,45.0,Female,low,West,high school,Every month,cash,premium,5.0,105.64,528.2,97.0,7,16.33088332,3,0.897017297,0.501309264,0,smarttv,app,gold,no,no,no,movies,social,phone,technical,loyalty,no,windows,tier-1,summer,current
19617,44.0,Male,low,North,bachelors,2 years,paypal,ultra,3.0,105.165,19081.901250000003,37.0,14,46.54653206,12,0.288369457,0.967589452,1,smarttv,app,bronze,yes,yes,no,international,friend,community,billing,promo,no,windows,tier-1,summer,60+
19618,19.0,Female,low,West,diploma,Every month,Credit Card,ultra,60.0,56.19,4913.795,19.0,2,32.06907356,10,0.004502085,0.310810972,0,mobile,in-store,gold,yes,no,no,movies,email,chat,technical,promo,yes,macos,tier-2,summer,current
19619,50.0,Male,low,South,diploma,Every month,Crypto,standard,106.0,105.165,19081.901250000003,40.0,6,64.67178798,12,-0.991936942,0.097447955,0,console,in-store,gold,yes,yes,no,sports,radio,email,technical,promo,yes,android,tier-1,summer,current
19620,49.0,Male,medium,East,bachelors,1 year,Crypto,basic,62.0,177.96,11033.52,0.0,9,62.62876121,10,0.523712464,0.319965429,0,mobile,web,platinum,yes,yes,no,gamer,social,email,technical,loyalty,no,ios,tier-2,vip,current
19621,56.0,Male,very high,North,diploma,1 year,Electronic Check,ultra,42.0,90.69,3808.98,7.0,10,14.52644044,2,0.969147662,0.014503382,0,mobile,web,bronze,no,yes,yes,movies,social,chat,technical,loyalty,no,ios,tier-2,summer,current
19622,39.0,Male,low,North,bachelors,Every month,Credit Card,basic,102.0,35.97,4913.795,79.0,19,107.95477351874999,11,-0.861144098,0.737422747,0,mobile,chat,platinum,yes,no,no,security,friend,phone,technical,loyalty,yes,android,tier-2,summer,current
19623,73.0,Male,high,West,masters,1 year,Crypto,ultra,98.0,112.41,11016.18,91.0,19,36.759675,2,-0.363014382,0.68826256,0,mobile,app,bronze,no,no,no,music,search,phone,technical,loyalty,yes,linux,tier-1,summer,current
19624,60.0,Male,high,South,diploma,2 years,Crypto,standard,76.0,125.4,9530.4,9.0,19,11.31345123,8,0.665318907,0.153448497,0,mobile,in-store,platinum,no,yes,no,sports,tv,phone,technical,bundle,yes,android,tier-2,summer,current
19625,64.0,Female,high,West,high school,Every month,Mailed Check,ultra,40.0,116.48,4659.2,24.0,18,53.50989269,12,-0.56524895,0.609889096,1,smarttv,web,gold,no,yes,no,movies,search,phone,technical,loyalty,no,ios,tier-2,blackfriday,60+
19626,30.0,Male,low,Central,diploma,2 years,paypal,standard,2.0,105.165,19081.901250000003,32.0,4,32.73360202,14,-0.749698313,0.536215041,1,mobile,app,bronze,yes,no,no,movies,search,chat,billing,intro,no,android,tier-1,summer,90+
19627,79.0,Female,high,South,bachelors,1 year,Credit Card,ultra,38.0,167.61,6369.18,43.0,7,23.12504312,7,0.157200929,0.254741189,1,desktop,phone,bronze,no,yes,no,music,email,phone,technical,loyalty,no,ios,tier-1,cyber,120+
19628,73.0,Male,medium,East,diploma,1 year,Electronic Check,standard,13.0,35.46,4913.795,50.0,11,21.4620783,6,-0.5300835,0.402088627,0,mobile,web,gold,no,yes,yes,movies,friend,email,billing,loyalty,unknown,ios,tier-1,summer,30+
19629,19.0,Male,low,Central,diploma,3 years,paypal,basic,56.0,27.98,4913.795,46.0,7,59.09624096,2,0.547405879,0.791884955,0,mobile,email,bronze,yes,yes,no,movies,affiliate,chat,technical,loyalty,no,android,tier-1,blackfriday,current
19630,31.0,Male,low,West,high school,2 years,Credit Card,standard,31.0,147.14,4561.34,46.0,18,27.43916461,8,-0.701973402,0.884498095,1,mobile,app,gold,no,no,yes,international,social,phone,technical,student,no,ios,tier-3,summer,30+
19631,73.0,Male,high,West,diploma,Every month,Credit Card,standard,76.0,105.165,5991.08,49.0,1,70.63269257,5,-0.693309894,0.201164668,1,console,app,bronze,no,no,yes,movies,event,phone,technical,intro,no,ios,tier-2,vip,120+
19632,55.0,Female,low,South,masters,Every month,Bank Transfer,standard,50.0,124.0,4913.795,38.0,6,8.735231264,1,0.050557218,0.897644154,0,console,phone,platinum,no,no,no,security,email,community,technical,promo,no,windows,tier-2,summer,current
19633,58.0,Male,low,South,diploma,2 years,cash,basic,116.0,33.42,3876.72,47.0,16,63.76058255,9,-0.93717307,0.876058598,0,smarttv,chat,bronze,no,yes,yes,sports,social,chat,technical,loyalty,yes,ios,tier-2,summer,current
19634,45.0,Female,low,West,diploma,1 year,paypal,premium,116.0,105.165,5392.84,48.0,13,47.1543018,1,0.197778315,0.079950098,1,tablet,in-store,bronze,no,no,yes,movies,affiliate,phone,technical,bundle,no,android,tier-2,summer,current
19635,24.0,Female,low,North,diploma,2 years,paypal,ultra,100.0,43.47,4347.0,72.0,13,44.30582355,8,0.743443594,0.003776482,0,mobile,web,bronze,yes,yes,yes,kids,email,email,technical,loyalty,yes,android,tier-2,summer,current
19636,35.0,Female,low,East,masters,Every month,Credit Card,basic,66.0,187.04,12344.64,76.0,17,62.71436562,5,-0.969376571,0.716944936,1,console,app,bronze,no,no,yes,sports,affiliate,email,technical,loyalty,unknown,ios,tier-2,summer,current
19637,73.0,Female,low,South,bachelors,Every month,Mailed Check,basic,87.0,51.85,4510.95,6.0,19,28.63236793,1,0.340052291,0.645181007,0,desktop,chat,bronze,yes,yes,no,movies,friend,phone,technical,intro,no,android,tier-3,summer,current
19638,49.0,Male,low,North,diploma,1 year,Bank Transfer,basic,48.0,105.165,5723.52,75.0,3,40.73966596,5,0.728017164,0.174228148,1,mobile,app,silver,no,yes,yes,movies,social,email,technical,promo,no,other,tier-1,summer,60+
19639,72.0,Female,low,West,bachelors,1 year,paypal,ultra,16.0,105.165,428.48,19.0,7,37.50227797,11,0.140041841,0.599703605,0,mobile,phone,bronze,yes,no,no,security,email,email,technical,loyalty,yes,android,tier-2,spring,current
19640,49.0,Female,very high,West,phd,2 years,Electronic Check,standard,19.0,105.165,1857.63,57.0,17,34.81809848,9,-0.833987274,0.83122596,1,mobile,in-store,bronze,no,no,yes,movies,event,phone,technical,employee,no,android,tier-2,summer,current
19641,58.0,Female,very high,North,phd,Every month,paypal,basic,88.0,104.4,9187.2,31.0,15,57.07448478,7,-0.229637509,0.121633547,0,tablet,email,bronze,no,yes,yes,movies,email,phone,service,loyalty,yes,ios,tier-1,spring,current
19642,53.0,Female,low,West,diploma,1 year,Bank Transfer,premium,9.0,105.165,4913.795,98.0,0,4.644632882,5,0.199840161,0.333298912,1,mobile,app,bronze,no,no,no,international,radio,chat,billing,employee,yes,ios,tier-1,cyber,current
19643,49.0,Female,low,East,phd,2 years,Credit Card,standard,106.0,105.165,13728.06,94.0,3,7.581295104,6,0.243371909,0.447213692,0,smarttv,in-store,bronze,no,yes,yes,movies,radio,phone,technical,loyalty,no,android,tier-4,summer,30+
19644,21.0,Male,high,North,diploma,2 years,Crypto,premium,79.0,40.5,3199.5,21.0,15,69.27315976,1,-0.440301509,0.240954083,0,mobile,app,gold,yes,no,yes,movies,friend,phone,technical,intro,no,android,tier-1,summer,30+
19645,49.0,Female,low,East,bachelors,3 years,Credit Card,premium,33.0,146.45,4832.85,80.0,5,47.84571414,8,0.429140621,0.132925231,0,desktop,phone,diamond,no,no,no,security,search,email,technical,loyalty,no,ios,tier-3,summer,30+
19646,47.0,Male,high,South,high school,1 year,cash,basic,8.0,105.165,279.6,42.0,10,39.52359937,6,-0.793145614,0.990135462,1,smarttv,app,silver,yes,no,yes,movies,email,email,technical,bundle,no,windows,tier-3,welcome,current
19647,49.0,Female,low,Central,bachelors,1 year,Bank Transfer,standard,53.0,159.78,8468.34,78.0,13,4.771719077,4,0.429800831,0.854468038,0,smarttv,web,bronze,yes,no,no,security,affiliate,phone,technical,loyalty,yes,android,tier-1,welcome,current
19648,37.0,Female,medium,East,phd,Every month,Electronic Check,basic,77.0,48.39,3726.03,18.0,1,16.26530276,2,0.651594321,0.568637481,0,mobile,app,bronze,yes,no,no,sports,tv,phone,technical,loyalty,yes,android,tier-1,summer,current
19649,63.0,Female,high,Central,diploma,Every month,Electronic Check,basic,107.0,48.36,5174.52,68.0,19,32.09992454,12,-0.73667829,0.277290287,0,desktop,app,silver,no,yes,yes,gamer,friend,phone,technical,loyalty,no,ios,tier-1,summer,60+
19650,73.0,Female,low,West,high school,1 year,Credit Card,ultra,21.0,44.36,931.56,44.0,2,13.29605848,5,0.149705033,0.939905431,0,mobile,email,bronze,yes,no,unknown,movies,email,phone,outage,loyalty,yes,android,tier-3,cyber,90+
19651,48.0,Female,very high,East,high school,3 years,Electronic Check,standard,77.0,131.06,4913.795,0.0,15,70.52950306,14,0.085652856,0.723729987,0,smarttv,app,bronze,no,no,no,workfromhome,affiliate,phone,technical,promo,yes,android,tier-3,summer,current
19652,41.0,Male,low,East,masters,1 year,Bank Transfer,premium,72.0,118.99,8567.28,0.0,8,3.406483507,14,-0.233093766,0.236445626,0,featurephone,web,bronze,no,no,yes,movies,tv,app,technical,loyalty,no,windows,tier-2,summer,current
19653,49.0,Male,low,West,diploma,3 years,Electronic Check,standard,70.0,137.26,9608.2,83.0,13,71.20437128,9,-0.567209754,0.024590911,1,tablet,app,bronze,yes,no,no,movies,radio,community,technical,intro,yes,ios,tier-4,cyber,current
19654,43.0,Female,low,East,diploma,1 year,cash,basic,62.0,105.165,10280.22,54.0,11,66.69854068,12,-0.050707295,0.769058476,0,mobile,phone,gold,yes,yes,yes,movies,social,phone,technical,loyalty,no,android,tier-2,summer,current
19655,30.0,Female,medium,West,bachelors,1 year,paypal,standard,72.0,78.78,5672.16,26.0,7,45.93567406,3,-0.580408313,0.17905548,0,mobile,phone,bronze,no,yes,no,sports,tv,email,other,promo,yes,android,tier-2,summer,current
19656,71.0,Female,low,South,diploma,3 years,cash,standard,17.0,105.165,1132.71,67.0,16,1.10960096,12,-0.00546664,0.543945822,0,desktop,web,gold,no,no,no,international,social,phone,technical,bundle,no,ios,tier-3,summer,current
